zip,irs_estimated_population_2015
88353,355
88354,125
88355,3709
88401,5040
88410,112
88411,61
88414,63
88415,2390
88416,149
88417,33
88418,260
88419,202
88421,67
88422,36
88424,138
88426,940
88427,102
88430,161
88431,52
88433,0
88434,310
88435,2380
88436,205
88439,24
88510,0
88511,0
88512,0
88513,0
88514,0
88515,0
88516,0
88517,0
88518,0
88519,0
88520,0
88521,0
88523,0
88524,0
88525,0
88526,0
88527,0
88528,0
88529,0
88530,0
88531,0
88532,0
88533,0
88534,0
88535,0
88536,0
88538,0
88539,0
88540,0
88541,0
88542,0
88543,0
88544,0
88545,0
88546,0
88547,0
88548,0
88549,0
88550,0
88553,0
88554,0
88555,0
88556,0
88557,0
88558,0
88559,0
88560,0
88561,0
88562,0
88563,0
88565,0
88566,0
88567,0
88568,0
88569,0
88570,0
88571,0
88572,0
88573,0
88574,0
88575,0
88576,0
88577,0
88578,0
88579,0
88580,0
88581,0
88582,0
88583,0
88584,0
88585,0
88586,0
88587,0
88588,0
88589,0
88590,0
88595,0
88901,0
88905,0
89001,960
89002,31970
89003,839
89004,356
89005,12760
89006,1238
89007,1204
89008,980
89009,1485
89010,380
89011,22120
89012,29170
89013,250
89014,34110
89015,34140
89016,478
89017,209
89018,1040
89019,2120
89020,1030
89021,3457
89022,48
89023,86
89024,5738
89025,1295
89026,0
89027,11930
89028,1919
89029,5760
89030,51810
89031,65360
89032,42330
89033,948
89034,42
89036,1455
89037,0
89039,227
89040,2770
89041,5545
89042,792
89043,790
89044,18000
89045,1560
89046,390
89047,104
89048,14090
89049,2210
89052,48720
89053,734
89054,45
89060,6890
89061,3830
89067,0
89070,21
89074,44780
89077,380
89081,33550
89084,24110
89085,4060
89086,5300
89087,0
89101,36820
89102,35650
89103,45530
89104,39760
89105,1117
89106,23810
89107,37120
89108,67320
89109,6310
89110,73120
89111,321
89112,1368
89113,24960
89114,1155
89115,59290
89116,1049
89117,49230
89118,17700
89119,42960
89120,21840
89121,58480
89122,45370
89123,49450
89124,560
89125,3441
89126,1411
89127,828
89128,33330
89129,47690
89130,30510
89131,43720
89132,427
89133,1658
89134,21920
89135,25450
89136,828
89137,795
89138,13650
89139,37340
89140,387
89141,27380
89142,33860
89143,12420
89144,17530
89145,21750
89146,17870
89147,47300
89148,43510
89149,33220
89150,0
89151,17
89152,0
89153,30
89154,14
89155,81
89156,25980
89157,695
89158,0
89159,14
89160,310
89161,250
89162,1015
89163,25
89164,0
89165,0
89166,18190
89169,19850
89170,1117
89173,853
89177,0
89178,32590
89179,8710
89180,1088
89183,32580
89185,0
89191,1379
89193,1797
89195,0
89199,0
89301,4510
89310,410
89311,167
89314,116
89315,1801
89316,1060
89317,390
89318,1024
89319,296
89402,828
89403,13820
89404,92
89405,298
89406,20070
89407,2047
89408,18320
89409,235
89410,10120
89411,1053
89412,254
89413,310
89414,240
89415,2670
89418,270
89419,3000
89420,36
89421,471
89422,89
89423,10890
89424,410
89425,400
89426,183
89427,638
89428,218
89429,5440
89430,480
89431,34610
89432,2565
89433,19080
89434,23580
89435,1075
89436,38580
89438,44
89439,1571
89440,1052
89441,11460
89442,1093
89444,2220
89445,13580
89446,2784
89447,9380
89448,2996
89449,3982
89450,4324
89451,4430
89452,1497
89460,11290
89496,40
89501,2560
89502,40860
89503,20040
89504,1423
89505,1074
89506,36530
89507,1216
89508,10740
89509,29130
89510,2740
89511,26110
89512,19840
89513,1086
89515,881
89519,8350
89520,25
89521,28530
89523,30640
89533,882
89555,0
89557,11
89570,658
89595,0
89599,0
89701,21920
89702,3012
89703,8640
89704,3770
89705,4660
89706,16520
89711,0
89712,0
89713,0
89714,0
89721,1280
89801,22870
89802,1201
89803,2131
89815,13990
89820,4850
89821,430
89822,1980
89823,183
89824,0
89825,790
89826,16
89828,470
89830,155
89831,76
89832,887
89833,176
89834,151
89835,1590
89883,4013
90001,53610
90002,47820
90003,65150
90004,50840
90005,29510
90006,47070
90007,23630
90008,26800
90009,1926
90010,3830
90011,95430
90012,17690
90013,5930
90014,4530
90015,14730
90016,42840
90017,17030
90018,42980
90019,53590
90020,32210
90021,2100
90022,64080
90023,44630
90024,23430
90025,40340
90026,53570
90027,35620
90028,21580
90029,30760
90030,276
90031,33780
90032,39560
90033,40330
90034,50140
90035,25240
90036,31180
90037,54810
90038,22680
90039,25530
90040,12000
90041,23550
90042,52340
90043,40090
90044,81240
90045,33300
90046,36440
90047,45590
90048,18440
90049,30400
90050,360
90051,805
90052,0
90053,502
90054,276
90055,328
90056,7670
90057,31440
90058,3400
90059,38730
90060,400
90061,26720
90062,29430
90063,49530
90064,25700
90065,41580
90066,49160
90067,5450
90068,16840
90069,17470
90070,152
90071,2564
90072,185
90073,127
90074,0
90075,500
90076,531
90077,7560
90078,1153
90079,119
90080,0
90081,337
90082,255
90083,421
90084,0
90086,693
90087,418
90088,0
90089,185
90090,0
90091,255
90093,485
90094,6130
90095,82
90096,0
90099,0
90101,0
90102,0
90103,0
90189,0
90201,94760
90202,909
90209,932
90210,16900
90211,9850
90212,12610
90213,998
90220,48560
90221,53260
90222,30020
90223,432
90224,1238
90230,29350
90231,1009
90232,14950
90233,0
90239,695
90240,24890
90241,42470
90242,40300
90245,17580
90247,45700
90248,10660
90249,26340
90250,89500
90251,1571
90254,17320
90255,74910
90260,32420
90261,0
90262,67640
90263,200
90264,524
90265,12660
90266,33720
90267,918
90270,26860
90272,20520
90274,25570
90275,39270
90277,33140
90278,38730
90280,92990
90290,5410
90291,21930
90292,19410
90293,10690
90294,684
90295,1330
90296,169
90301,33280
90302,26260
90303,24150
90304,26130
90305,13930
90306,226
90307,237
90308,529
90309,323
90310,267
90311,0
90312,0
90313,0
90397,0
90398,0
90401,6470
90402,9590
90403,21740
90404,18340
90405,24020
90406,1168
90407,0
90408,292
90409,254
90410,0
90411,518
90501,41320
90502,16820
90503,42600
90504,32850
90505,35320
90506,0
90507,116
90508,233
90509,0
90510,882
90601,29570
90602,22540
90603,19780
90604,37770
90605,40260
90606,31480
90607,719
90608,520
90609,465
90610,233
90612,0
90620,44540
90621,35290
90622,581
90623,15050
90624,0
90630,47970
90631,66230
90632,684
90633,598
90637,866
90638,43690
90639,191
90640,59770
90650,101180
90651,1231
90652,291
90659,0
90660,60730
90661,179
90662,235
90670,15990
90671,0
90680,30390
90701,15630
90702,582
90703,49240
90704,3694
90706,73270
90707,1557
90710,24350
90711,571
90712,30420
90713,27580
90714,789
90715,19580
90716,13920
90717,19730
90720,21870
90721,52
90723,54390
90731,50990
90732,19240
90733,885
90734,324
90740,22160
90742,1243
90743,426
90744,51680
90745,56010
90746,25170
90747,49
90748,1496
90749,736
90755,10960
90801,1999
90802,31350
90803,27260
90804,33990
90805,90640
90806,40040
90807,30440
90808,37950
90809,824
90810,36200
90813,50240
90814,16230
90815,34950
90822,0
90831,0
90832,191
90833,0
90834,0
90835,0
90840,0
90842,0
90844,0
90845,0
90846,0
90847,0
90848,0
90853,480
90888,0
90895,0
90899,0
91001,33450
91003,464
91006,29710
91007,28820
91008,950
91009,493
91010,24240
91011,20250
91012,610
91016,37190
91017,1147
91020,7150
91021,291
91023,0
91024,10070
91025,488
91030,24350
91031,914
91040,18490
91041,433
91042,23980
91043,366
91046,267
91066,793
91077,474
91101,15550
91102,765
91103,24150
91104,32460
91105,11340
91106,20090
91107,30610
91108,12710
91109,1894
91110,0
91114,497
91115,334
91116,391
91117,466
91118,367
91121,0
91123,0
91124,0
91125,330
91126,87
91129,0
91131,0
91182,0
91184,0
91185,0
91188,0
91189,0
91191,0
91199,0
91201,19640
91202,19710
91203,12560
91204,13520
91205,31020
91206,28230
91207,9300
91208,15520
91209,1056
91210,280
91214,29630
91221,567
91222,228
91224,389
91225,850
91226,633
91301,24550
91302,23600
91303,25760
91304,46610
91305,296
91306,43780
91307,23400
91308,508
91309,674
91310,240
91311,34330
91313,671
91316,25330
91319,383
91320,44180
91321,32800
91322,874
91324,24890
91325,28750
91326,33360
91327,533
91328,424
91329,0
91330,60
91331,96210
91333,877
91334,347
91335,68280
91337,697
91340,33560
91341,717
91342,88090
91343,54300
91344,49080
91345,17850
91346,491
91350,35700
91351,32910
91352,44130
91353,973
91354,31620
91355,30150
91356,26500
91357,972
91358,554
91359,1314
91360,39710
91361,19410
91362,35440
91363,0
91364,25140
91365,654
91367,38180
91371,0
91372,365
91376,687
91377,13510
91380,1561
91381,19440
91382,0
91383,0
91384,22320
91385,290
91386,839
91387,41830
91388,0
91390,18130
91392,1521
91393,310
91394,526
91395,389
91396,654
91399,0
91401,34350
91402,62350
91403,22580
91404,239
91405,45620
91406,47470
91407,242
91408,370
91409,821
91410,0
91411,20180
91412,686
91413,1363
91416,785
91423,28260
91426,476
91436,17770
91470,0
91482,0
91495,0
91496,0
91497,0
91499,0
91501,18630
91502,9730
91503,457
91504,24020
91505,29470
91506,17880
91507,385
91508,228
91510,1185
91521,0
91522,0
91523,0
91526,0
91601,31470
91602,16510
91603,368
91604,26070
91605,49810
91606,38710
91607,25730
91608,27
91609,357
91610,355
91611,0
91612,0
91614,400
91615,663
91616,66
91617,232
91618,0
91701,37130
91702,55520
91706,74760
91708,8510
91709,72060
91710,72850
91711,30730
91714,0
91715,850
91716,0
91722,34460
91723,17480
91724,24880
91729,2513
91730,60590
91731,25770
91732,55960
91733,41280
91734,1122
91735,29
91737,22500
91739,35370
91740,24240
91741,24390
91743,342
91744,82930
91745,51020
91746,30030
91747,1454
91748,42280
91749,0
91750,31130
91752,30490
91754,32030
91755,25260
91756,0
91758,0
91759,426
91761,56650
91762,56600
91763,37050
91764,52460
91765,44130
91766,66660
91767,45180
91768,29210
91769,1925
91770,56620
91771,0
91772,0
91773,31380
91775,22280
91776,35910
91778,953
91780,32970
91784,25500
91785,1336
91786,46870
91788,808
91789,41160
91790,41890
91791,30700
91792,27590
91793,1013
91795,0
91797,0
91798,0
91799,0
91801,46500
91802,1640
91803,27220
91804,0
91841,0
91896,0
91899,0
91901,14930
91902,17380
91903,2118
91905,1360
91906,3220
91908,834
91909,941
91910,78600
91911,90470
91912,3828
91913,49000
91914,17340
91915,29870
91916,1670
91917,1180
91921,648
91931,419
91932,25290
91933,882
91934,530
91935,8640
91941,29950
91942,34520
91943,408
91944,1097
91945,25200
91946,747
91947,58
91948,84
91950,57800
91951,1271
91962,1790
91963,1470
91976,484
91977,57620
91978,9360
91979,971
91980,2540
91987,0
91990,0
92003,5210
92004,2620
92007,10450
92008,24900
92009,42100
92010,14870
92011,22250
92013,651
92014,12980
92018,1702
92019,40490
92020,52950
92021,62520
92022,1239
92023,1853
92024,47000
92025,46520
92026,47500
92027,54100
92028,44410
92029,17310
92030,1344
92033,1866
92036,2990
92037,32210
92038,1689
92039,574
92040,39540
92046,1668
92049,503
92051,1735
92052,1189
92054,34390
92055,6633
92056,50920
92057,55690
92058,40410
92059,1930
92060,289
92061,3190
92064,46330
92065,34740
92066,280
92067,11738
92068,558
92069,46590
92070,1000
92071,51030
92072,1148
92074,992
92075,12270
92078,42740
92079,1602
92081,25690
92082,18910
92083,36600
92084,45770
92085,2455
92086,1020
92088,2224
92090,0
92091,1090
92092,212
92093,95
92096,0
92101,27520
92102,39850
92103,27200
92104,38800
92105,64730
92106,17410
92107,23880
92108,18150
92109,36060
92110,21740
92111,41630
92112,1401
92113,50860
92114,65290
92115,47350
92116,28010
92117,47110
92118,15680
92119,21890
92120,25550
92121,4340
92122,31150
92123,26800
92124,28940
92126,70370
92127,43790
92128,45860
92129,51530
92130,51820
92131,35870
92132,23
92133,0
92134,319
92135,850
92136,759
92137,224
92138,2475
92139,36100
92140,350
92142,550
92143,3955
92145,2106
92147,144
92149,287
92150,1626
92152,0
92153,1420
92154,93700
92155,741
92158,0
92159,514
92160,470
92161,0
92162,506
92163,966
92164,531
92165,675
92166,769
92167,573
92168,657
92169,1138
92170,784
92171,733
92172,674
92173,55720
92174,864
92175,695
92176,651
92177,819
92178,1387
92179,55
92182,0
92184,0
92186,34
92187,0
92190,219
92191,295
92192,1082
92193,494
92194,15
92195,682
92196,1108
92197,0
92198,1019
92199,0
92201,56960
92202,4980
92203,24890
92210,2800
92211,19780
92220,26920
92222,202
92223,47600
92225,12040
92226,2125
92227,25100
92230,2170
92231,64350
92232,4115
92233,3620
92234,45900
92235,2877
92236,46390
92239,259
92240,32640
92241,5490
92242,700
92243,46030
92244,2539
92247,1471
92248,514
92249,8070
92250,8200
92251,20370
92252,6270
92253,31460
92254,20810
92255,1354
92256,2520
92257,1050
92258,752
92259,315
92260,24140
92261,1999
92262,19540
92263,3062
92264,13180
92266,248
92267,138
92268,540
92270,12560
92273,1880
92274,19880
92275,842
92276,7220
92277,18800
92278,2785
92280,0
92281,2180
92282,750
92283,2470
92284,18780
92285,1230
92286,1888
92292,0
92301,30430
92304,0
92305,540
92307,34990
92308,33710
92309,680
92310,7430
92311,25810
92312,1494
92313,11230
92314,6990
92315,6310
92316,31740
92317,4089
92318,446
92320,7490
92321,1424
92322,440
92323,22
92324,55200
92325,9435
92326,25
92327,380
92328,280
92329,7170
92331,173
92332,35
92333,480
92334,3308
92335,95320
92336,92630
92337,37840
92338,0
92339,900
92340,2985
92341,345
92342,5650
92344,20090
92345,70740
92346,52400
92347,530
92350,71
92352,4502
92354,19200
92356,3870
92357,0
92358,660
92359,7720
92363,3580
92364,21
92365,1430
92366,0
92368,710
92369,559
92371,8440
92372,4180
92373,30220
92374,36370
92375,1346
92376,81980
92377,21200
92378,737
92382,5092
92384,32
92385,417
92386,1355
92389,48
92391,1734
92392,52870
92393,3013
92394,30410
92395,36680
92397,4640
92398,1357
92399,47920
92401,1560
92402,973
92403,0
92404,53440
92405,26890
92406,813
92407,54440
92408,11930
92410,44580
92411,24980
92412,552
92413,1120
92414,35
92415,74
92418,28
92423,1115
92424,0
92427,1181
92501,18030
92502,979
92503,84350
92504,49080
92505,46310
92506,40850
92507,42680
92508,33090
92509,72670
92513,1241
92514,412
92515,450
92516,733
92517,2201
92518,740
92519,688
92521,15
92522,13
92530,48460
92531,1222
92532,22420
92536,2710
92539,3180
92543,27540
92544,38780
92545,33890
92546,1332
92548,5690
92549,3473
92551,31280
92552,2496
92553,70550
92554,202
92555,37800
92556,750
92557,48430
92561,1030
92562,57840
92563,61220
92564,965
92567,8940
92570,50180
92571,53900
92572,1816
92581,1608
92582,16060
92583,27230
92584,44150
92585,20130
92586,17310
92587,15420
92589,2389
92590,3860
92591,38440
92592,73800
92593,1912
92595,30290
92596,24820
92599,0
92602,23340
92603,18340
92604,25420
92605,480
92606,19770
92607,759
92609,774
92610,11490
92612,20040
92614,23250
92615,703
92616,684
92617,5610
92618,30490
92619,1395
92620,49550
92623,939
92624,7000
92625,11050
92626,44140
92627,59010
92628,1264
92629,24990
92630,61260
92637,13140
92646,53080
92647,55080
92648,41970
92649,31370
92650,116
92651,20670
92652,1271
92653,29390
92654,883
92655,8020
92656,48760
92657,8910
92658,1883
92659,1138
92660,31610
92661,2830
92662,2300
92663,17170
92672,35200
92673,28980
92674,1289
92675,34660
92676,1710
92677,60630
92678,651
92679,31230
92683,85730
92684,1018
92685,908
92688,44160
92690,1073
92691,46800
92692,45700
92693,687
92694,26930
92697,43
92698,0
92701,53460
92702,874
92703,68680
92704,90510
92705,44810
92706,37250
92707,64920
92708,52910
92709,0
92710,0
92711,946
92712,0
92725,0
92728,912
92735,502
92780,56610
92781,1670
92782,25910
92799,1013
92801,63510
92802,41020
92803,1729
92804,81860
92805,73990
92806,38190
92807,35610
92808,19300
92809,406
92811,227
92812,1238
92814,631
92815,954
92816,232
92817,732
92821,37210
92822,1084
92823,4330
92825,214
92831,29860
92832,23050
92833,50620
92834,1162
92835,23120
92836,532
92837,394
92838,425
92840,52440
92841,31330
92842,1854
92843,44240
92844,22110
92845,15930
92846,315
92850,0
92856,604
92857,235
92859,515
92860,21640
92861,5710
92862,0
92863,1878
92864,0
92865,20180
92866,13300
92867,44780
92868,21030
92869,37460
92870,51680
92871,710
92877,867
92878,1798
92879,45610
92880,67660
92881,28620
92882,66110
92883,29960
92885,504
92886,46860
92887,19960
92899,0
93001,29790
93002,1759
93003,45900
93004,28070
93005,398
93006,1421
93007,618
93009,33
93010,40520
93011,1917
93012,32280
93013,15880
93014,1305
93015,17970
93016,1526
93020,738
93021,37290
93022,5930
93023,17400
93024,1338
93030,64770
93031,2975
93032,1349
93033,98770
93034,1937
93035,26230
93036,45100
93040,2120
93041,21870
93042,439
93043,194
93044,2074
93060,34810
93061,982
93062,1041
93063,51910
93064,78
93065,69390
93066,3410
93067,1366
93093,0
93094,689
93099,0
93101,28880
93102,810
93103,17980
93105,21810
93106,38
93107,218
93108,8390
93109,8670
93110,14270
93111,17040
93116,1068
93117,32930
93118,572
93120,653
93121,1034
93130,1215
93140,1769
93150,779
93160,800
93190,797
93199,0
93201,840
93202,4070
93203,22280
93204,12040
93205,1250
93206,2290
93207,227
93208,105
93210,12270
93212,13490
93215,45570
93216,2638
93218,847
93219,10270
93220,355
93221,13100
93222,1783
93223,9870
93224,350
93225,3840
93226,220
93227,1128
93230,58990
93232,1652
93234,5342
93235,4150
93237,57
93238,1210
93239,1720
93240,4220
93241,20000
93242,3580
93243,1290
93244,430
93245,33300
93246,766
93247,16650
93249,3680
93250,14410
93251,206
93252,1160
93254,790
93255,370
93256,5660
93257,66000
93258,6084
93260,191
93261,2911
93262,39
93263,20820
93265,3260
93266,1610
93267,5810
93268,15600
93270,6290
93271,1960
93272,3960
93274,67010
93275,1737
93276,158
93277,45260
93278,788
93279,1405
93280,22930
93282,0
93283,1100
93285,1400
93286,8670
93287,172
93290,1151
93291,51320
93292,35500
93301,9990
93302,767
93303,451
93304,43690
93305,30690
93306,64170
93307,78350
93308,42090
93309,51720
93311,42730
93312,53720
93313,48790
93314,27300
93380,800
93381,0
93382,0
93383,251
93384,1438
93385,770
93386,884
93387,935
93388,424
93389,1828
93390,1204
93401,23450
93402,12570
93403,866
93405,12510
93406,1870
93407,0
93408,0
93409,27
93410,61
93412,816
93420,25750
93421,1206
93422,27530
93423,2889
93424,1129
93426,930
93427,5940
93428,5820
93429,106
93430,2550
93432,1340
93433,11280
93434,7820
93435,66
93436,47600
93437,3410
93438,1635
93440,1721
93441,1556
93442,9000
93443,1126
93444,20260
93445,5910
93446,41020
93447,4523
93448,1454
93449,6730
93450,680
93451,4440
93452,480
93453,2530
93454,39820
93455,40380
93456,3971
93457,603
93458,71980
93460,5410
93461,1670
93463,6770
93464,942
93465,9810
93475,1060
93483,1139
93501,3760
93502,472
93504,591
93505,8890
93510,6910
93512,180
93513,1470
93514,11450
93515,1355
93516,1340
93517,610
93518,800
93519,17
93522,24
93523,3410
93524,293
93526,520
93527,1820
93528,98
93529,550
93530,53
93531,540
93532,2230
93534,32930
93535,66290
93536,60190
93539,3046
93541,455
93542,0
93543,11740
93544,720
93545,1710
93546,8460
93549,274
93550,69440
93551,49110
93552,38210
93553,1460
93554,65
93555,27920
93556,1547
93558,22
93560,17360
93561,25460
93562,1100
93563,90
93581,2077
93584,624
93586,191
93590,1866
93591,5680
93592,133
93596,242
93599,0
93601,1640
93602,2880
93603,165
93604,580
93605,222
93606,1550
93607,234
93608,1460
93609,5870
93610,15540
93611,43250
93612,29280
93613,2064
93614,9870
93615,5870
93616,2580
93618,29400
93619,36160
93620,8690
93621,370
93622,10280
93623,73
93624,1559
93625,7620
93626,1740
93627,293
93628,280
93630,19700
93631,15760
93633,77
93634,51
93635,43210
93636,10900
93637,36980
93638,54010
93639,1078
93640,15800
93641,280
93642,0
93643,2430
93644,7520
93645,280
93646,9660
93647,11380
93648,16420
93649,170
93650,3720
93651,1700
93652,840
93653,880
93654,31070
93656,6130
93657,34200
93660,4890
93661,241
93662,30640
93664,590
93665,756
93666,1062
93667,2030
93668,1190
93669,210
93670,271
93673,1065
93675,2800
93701,8730
93702,40720
93703,28080
93704,23320
93705,31130
93706,33880
93707,96
93708,87
93709,109
93710,22920
93711,33470
93712,85
93714,105
93715,111
93716,87
93717,84
93718,46
93720,42570
93721,2990
93722,75850
93723,9460
93724,28
93725,23820
93726,33520
93727,67130
93728,12840
93729,1415
93730,11360
93737,0
93740,14
93741,0
93744,494
93745,758
93747,709
93750,0
93755,713
93760,0
93761,0
93764,0
93765,0
93771,122
93772,67
93773,67
93774,91
93775,78
93776,71
93777,60
93778,75
93779,101
93780,0
93784,0
93786,0
93790,215
93791,57
93792,34
93793,54
93794,213
93844,0
93888,385
93901,26220
93902,2013
93905,86120
93906,64020
93907,21020
93908,12500
93912,3874
93915,4219
93920,1390
93921,4314
93922,2026
93923,8840
93924,5780
93925,2350
93926,11860
93927,24570
93928,239
93930,21050
93932,537
93933,20930
93940,25190
93942,1430
93943,356
93944,1617
93950,13740
93953,3730
93954,356
93955,33100
93960,20450
93962,781
94002,26380
94005,5130
94010,41050
94011,1072
94013,0
94014,45280
94015,59160
94016,213
94017,918
94018,3659
94019,15950
94020,1350
94021,170
94022,19920
94023,757
94024,23400
94025,39330
94026,1255
94027,6150
94028,6820
94030,22000
94035,212
94037,2713
94038,2920
94039,824
94040,32870
94041,13760
94042,700
94043,28280
94044,36600
94060,1730
94061,34980
94062,25320
94063,33320
94064,1343
94065,12040
94066,44290
94070,30930
94074,190
94080,67120
94083,933
94085,22680
94086,46490
94087,56320
94088,1706
94089,20850
94101,10
94102,23190
94103,22090
94104,2020
94105,8240
94106,38
94107,24160
94108,10730
94109,46600
94110,64420
94111,4250
94112,80060
94114,29270
94115,28470
94116,41040
94117,32420
94118,34160
94119,1012
94120,19
94121,38140
94122,51910
94123,21450
94124,35040
94125,92
94126,449
94127,19110
94128,691
94129,3150
94130,1840
94131,26010
94132,21870
94133,22010
94134,41980
94135,0
94136,0
94137,0
94138,0
94139,0
94140,642
94141,386
94142,1324
94143,36
94144,0
94145,10
94146,253
94147,519
94150,0
94151,0
94152,0
94153,0
94154,0
94155,0
94156,0
94158,5840
94159,478
94160,0
94161,0
94162,0
94163,23
94164,504
94171,0
94172,61
94175,0
94177,0
94188,797
94199,0
94203,0
94204,0
94205,0
94206,0
94207,0
94208,0
94209,0
94211,0
94229,0
94230,0
94232,0
94234,0
94235,0
94236,0
94237,0
94239,0
94240,0
94244,0
94245,0
94246,0
94247,0
94248,0
94249,0
94250,33
94252,0
94254,0
94256,0
94257,0
94258,0
94259,0
94261,0
94262,0
94263,0
94267,0
94268,0
94269,0
94271,0
94273,0
94274,0
94277,0
94278,0
94279,0
94280,0
94282,0
94283,0
94284,0
94285,0
94286,0
94287,0
94288,0
94289,0
94290,0
94291,0
94293,0
94294,0
94295,0
94296,0
94297,0
94298,0
94299,0
94301,15970
94302,651
94303,49630
94304,3630
94305,5310
94306,26450
94309,991
94401,32910
94402,25630
94403,40940
94404,33640
94497,0
94501,58060
94502,13780
94503,21780
94505,13440
94506,24300
94507,15520
94508,2540
94509,60890
94510,26520
94511,1734
94512,81
94513,60130
94514,1160
94515,7110
94516,242
94517,12610
94518,25370
94519,17700
94520,37240
94521,39780
94522,451
94523,31500
94524,622
94525,2840
94526,33330
94527,619
94528,1216
94529,0
94530,23890
94531,42370
94533,70720
94534,37430
94535,5400
94536,67950
94537,975
94538,62870
94539,53480
94540,898
94541,64880
94542,11830
94543,355
94544,79320
94545,32240
94546,42940
94547,24300
94548,829
94549,28340
94550,47720
94551,41630
94552,14570
94553,45480
94555,35030
94556,14930
94557,239
94558,67470
94559,27310
94560,44770
94561,39260
94562,177
94563,19290
94564,18310
94565,91110
94566,43630
94567,590
94568,55580
94569,199
94570,251
94571,8480
94572,8380
94573,1105
94574,8270
94575,67
94576,180
94577,46290
94578,38600
94579,21190
94580,28730
94581,1703
94582,43610
94583,49530
94585,28590
94586,1000
94587,70910
94588,34190
94589,29830
94590,33260
94591,51880
94592,650
94595,15920
94596,21070
94597,20970
94598,26580
94599,2670
94601,48050
94602,26630
94603,35510
94604,1421
94605,37920
94606,32690
94607,20610
94608,25470
94609,18310
94610,28130
94611,36250
94612,12060
94613,143
94614,404
94615,0
94617,24
94618,15240
94619,23000
94620,500
94621,31900
94622,0
94623,391
94624,247
94625,0
94649,0
94659,0
94660,0
94661,117
94662,504
94666,0
94701,393
94702,15160
94703,16920
94704,7840
94705,11930
94706,17840
94707,12590
94708,10620
94709,7530
94710,7060
94712,404
94720,526
94801,29000
94802,765
94803,23530
94804,38860
94805,13560
94806,59260
94807,371
94808,139
94820,749
94850,0
94901,38920
94903,27260
94904,11630
94912,1603
94913,191
94914,320
94915,709
94920,11740
94922,370
94923,1250
94924,1040
94925,9390
94926,0
94927,635
94928,37050
94929,247
94930,7650
94931,8500
94933,880
94937,940
94938,524
94939,6660
94940,169
94941,28330
94942,987
94945,16670
94946,540
94947,22760
94948,1578
94949,16780
94950,151
94951,4100
94952,31000
94953,790
94954,36850
94955,571
94956,1450
94957,2640
94960,14110
94963,525
94964,335
94965,9510
94966,881
94970,632
94971,385
94972,407
94973,1459
94974,30
94975,747
94976,392
94977,352
94978,499
94979,605
94998,0
94999,0
95001,1628
95002,2042
95003,21200
95004,3910
95005,5670
95006,7920
95007,744
95008,44310
95009,518
95010,8970
95011,1005
95012,13810
95013,184
95014,59640
95015,1088
95017,870
95018,6740
95019,9800
95020,62250
95021,3361
95023,51580
95024,2850
95026,0
95030,12670
95031,1373
95032,26480
95033,8330
95035,71590
95036,1396
95037,48490
95038,2107
95039,1750
95041,709
95042,115
95043,530
95044,294
95045,3970
95046,7340
95050,35100
95051,56220
95052,596
95053,73
95054,24280
95055,1210
95056,843
95060,35180
95061,1476
95062,30930
95063,1496
95064,870
95065,7430
95066,13750
95067,906
95070,32280
95071,301
95073,10290
95075,710
95076,90990
95077,5098
95101,0
95103,203
95106,215
95108,207
95109,1013
95110,18700
95111,63420
95112,46760
95113,2160
95115,0
95116,54850
95117,29640
95118,31570
95119,9900
95120,38500
95121,37870
95122,62110
95123,63140
95124,47770
95125,50180
95126,32410
95127,65820
95128,32960
95129,39590
95130,13210
95131,29160
95132,40370
95133,26570
95134,23450
95135,20550
95136,42670
95138,18970
95139,6770
95140,340
95141,26
95148,46870
95150,1183
95151,1517
95152,465
95153,686
95154,483
95155,325
95156,1023
95157,592
95158,469
95159,1566
95160,458
95161,1182
95164,598
95170,265
95172,348
95173,445
95190,0
95191,0
95192,0
95193,47
95194,0
95196,0
95201,1103
95202,3650
95203,13410
95204,24240
95205,37470
95206,67170
95207,41530
95208,899
95209,38530
95210,34830
95211,65
95212,26390
95213,938
95214,0
95215,21500
95219,25630
95220,6490
95221,1554
95222,3240
95223,3090
95224,631
95225,786
95226,49
95227,992
95228,3570
95229,93
95230,750
95231,3890
95232,200
95233,406
95234,465
95236,6050
95237,3830
95240,41050
95241,2374
95242,23470
95245,1340
95246,1120
95247,3730
95248,416
95249,3150
95250,118
95251,580
95252,11920
95253,802
95254,698
95255,1160
95257,300
95258,5250
95267,713
95269,1838
95296,0
95297,0
95301,35080
95303,940
95304,12010
95305,408
95306,800
95307,42860
95309,209
95310,1860
95311,1400
95312,498
95313,1550
95314,0
95315,12670
95316,6730
95317,950
95318,470
95319,2500
95320,12050
95321,2770
95322,9560
95323,1240
95324,6650
95325,110
95326,10270
95327,4940
95328,3680
95329,1960
95330,22470
95333,2490
95334,16610
95335,230
95336,43530
95337,35230
95338,8420
95340,28280
95341,29690
95343,0
95344,1260
95345,710
95346,940
95347,185
95348,25440
95350,44880
95351,42500
95352,853
95353,827
95354,21440
95355,52530
95356,28990
95357,12310
95358,30770
95360,12760
95361,30170
95363,28000
95364,165
95365,4790
95366,16700
95367,23820
95368,14370
95369,870
95370,21460
95372,2360
95373,293
95374,1690
95375,101
95376,52330
95377,32050
95378,1109
95379,3300
95380,37150
95381,2439
95382,32550
95383,3570
95385,310
95386,10200
