zip,irs_estimated_population_2015
20580,0
20581,0
20585,0
20586,0
20588,0
20590,0
20591,0
20593,0
20594,0
20597,0
20598,0
20599,0
20601,24600
20602,25200
20603,29890
20604,1437
20606,260
20607,11240
20608,750
20609,1050
20610,233
20611,990
20612,319
20613,13870
20615,370
20616,6410
20617,900
20618,700
20619,12270
20620,1350
20621,1350
20622,4420
20623,2920
20624,1180
20625,799
20626,320
20627,271
20628,570
20629,409
20630,450
20632,510
20634,7040
20635,24
20636,9970
20637,5530
20639,14890
20640,9000
20643,43
20645,760
20646,18590
20650,13220
20653,21450
20656,519
20657,18020
20658,1020
20659,22740
20660,239
20661,62
20662,2400
20664,2560
20667,460
20670,1290
20674,670
20675,1720
20676,3270
20677,2380
20678,10740
20680,820
20682,0
20684,1130
20685,6400
20686,290
20687,270
20688,1790
20689,1910
20690,750
20692,1020
20693,1070
20695,10130
20697,0
20701,142
20703,411
20704,412
20705,27880
20706,42660
20707,34030
20708,26450
20709,348
20710,9690
20711,6320
20712,8720
20714,4060
20715,24580
20716,20710
20717,117
20718,358
20719,76
20720,23400
20721,28290
20722,6130
20723,31740
20724,17150
20725,488
20726,109
20731,319
20732,9990
20733,2830
20735,36010
20736,9060
20737,25940
20738,294
20740,18780
20741,284
20742,165
20743,35730
20744,50410
20745,28730
20746,26900
20747,36050
20748,35640
20749,530
20750,466
20751,2090
20752,336
20753,597
20754,6880
20755,9790
20757,630
20758,720
20759,5580
20762,2830
20763,2450
20764,3870
20765,553
20768,413
20769,6960
20770,24120
20771,0
20772,42630
20773,613
20774,45540
20775,184
20776,3000
20777,3550
20778,1810
20779,1220
20781,14380
20782,31920
20783,49520
20784,33800
20785,38480
20787,535
20788,51
20790,0
20791,600
20792,441
20794,9920
20797,0
20799,0
20810,0
20811,0
20812,330
20813,52
20814,25950
20815,27060
20816,15470
20817,34350
20818,1740
20824,315
20825,50
20827,229
20830,360
20832,25420
20833,7640
20837,6310
20838,290
20839,250
20841,9510
20842,1580
20847,92
20848,308
20849,476
20850,43490
20851,14490
20852,38770
20853,30610
20854,48030
20855,14800
20857,0
20859,255
20860,1820
20861,2030
20862,400
20866,14410
20868,760
20871,22220
20872,13260
20874,59300
20875,628
20876,25220
20877,37850
20878,62930
20879,25680
20880,740
20882,13740
20883,161
20884,366
20885,344
20886,34230
20889,273
20891,119
20892,0
20894,0
20895,18690
20896,1020
20897,0
20898,347
20899,0
20901,37050
20902,52380
20903,26450
20904,55730
20905,18350
20906,68290
20907,323
20908,38
20910,38380
20911,115
20912,24520
20913,225
20914,526
20915,270
20916,425
20918,236
20993,0
20997,0
21001,22320
21005,2120
21009,29060
21010,580
21012,21350
21013,4570
21014,35260
21015,28060
21017,6110
21018,51
21020,111
21022,326
21023,247
21027,185
21028,3140
21029,12550
21030,24550
21031,23
21032,8580
21034,3020
21035,7980
21036,2290
21037,20200
21040,22540
21041,398
21042,40280
21043,45480
21044,40170
21045,38230
21046,15240
21047,12190
21048,10130
21050,18060
21051,340
21052,417
21053,3120
21054,11690
21056,256
21057,4000
21060,31770
21061,51090
21062,0
21065,0
21071,632
21074,14760
21075,30860
21076,16310
21077,230
21078,16860
21082,850
21084,7160
21085,15700
21087,5380
21088,35
21090,9700
21092,156
21093,36780
21094,247
21098,0
21102,11500
21104,5520
21105,132
21106,259
21108,17580
21111,4930
21113,31190
21114,25570
21117,52350
21120,7200
21122,57620
21123,635
21128,13750
21130,237
21131,7570
21132,2580
21133,28230
21136,33560
21139,157
21140,3420
21144,33480
21146,27570
21150,90
21152,5480
21153,925
21154,5950
21155,2310
21156,350
21157,33880
21158,19910
21160,2280
21161,5210
21162,4300
21163,7110
21201,11450
21202,12290
21203,1290
21204,14400
21205,12480
21206,44260
21207,42570
21208,31470
21209,25520
21210,9510
21211,13020
21212,27910
21213,24650
21214,16780
21215,45550
21216,22820
21217,23570
21218,32730
21219,8510
21220,38290
21221,38480
21222,50150
21223,17820
21224,47150
21225,27950
21226,6420
21227,31860
21228,44840
21229,38050
21230,28480
21231,13110
21233,35
21234,62620
21235,20
21236,37560
21237,28580
21239,23900
21240,117
21241,0
21244,34200
21250,46
21251,35
21252,59
21260,0
21261,0
21263,0
21264,0
21265,0
21268,0
21270,35
21273,0
21274,0
21275,0
21278,0
21279,0
21280,0
21281,73
21282,387
21283,0
21284,202
21285,100
21286,17000
21287,34
21288,0
21289,0
21290,0
21297,80
21298,0
21401,36160
21402,1040
21403,30860
21404,266
21405,613
21409,19690
21411,0
21412,1107
21501,520
21502,30800
21503,56
21504,93
21505,223
21520,1810
21521,1040
21522,154
21523,230
21524,507
21528,59
21529,680
21530,1310
21531,1890
21532,10480
21536,3410
21538,520
21539,2220
21540,48
21541,1330
21542,541
21543,239
21545,1700
21550,11890
21555,1420
21556,105
21557,1550
21560,78
21561,2140
21562,2410
21601,21740
21606,0
21607,410
21609,77
21610,280
21612,390
21613,15300
21617,9700
21619,6030
21620,10150
21622,430
21623,1840
21624,127
21625,2160
21626,104
21627,27
21628,474
21629,8330
21631,2370
21632,5560
21634,580
21635,1810
21636,1060
21638,4730
21639,3990
21640,1440
21641,172
21643,5350
21644,148
21645,850
21647,270
21648,186
21649,1840
21650,190
21651,2540
21652,176
21653,121
21654,1040
21655,4470
21656,0
21657,1080
21658,3470
21659,790
21660,3740
21661,2130
21662,690
21663,2750
21664,637
21665,210
21666,12100
21667,290
21668,1570
21669,211
21670,32
21671,680
21672,199
21673,2840
21675,81
21676,230
21677,410
21678,1980
21679,530
21681,0
21682,0
21683,0
21684,0
21685,0
21686,0
21687,0
21688,0
21690,0
21701,33750
21702,40450
21703,34930
21704,15400
21705,758
21709,0
21710,4370
21711,930
21713,8700
21714,439
21715,115
21716,5210
21717,406
21718,216
21719,1370
21720,250
21721,151
21722,5220
21723,920
21727,4000
21733,1150
21734,1015
21737,2200
21738,3560
21740,52380
21741,870
21742,29450
21746,28
21747,0
21748,0
21749,0
21750,3170
21754,6120
21755,5410
21756,3470
21757,2680
21758,4450
21759,48
21762,490
21765,179
21766,520
21767,1120
21769,11390
21770,5090
21771,30140
21773,5090
21774,13500
21775,34
21776,5420
21777,1900
21778,990
21779,900
21780,1350
21781,84
21782,3750
21783,8510
21784,37340
21787,9750
21788,10960
21790,134
21791,4760
21792,0
21793,9910
21794,2550
21795,8630
21797,9030
21798,2330
21801,24000
21802,1309
21803,508
21804,32090
21810,163
21811,20850
21813,2680
21814,280
21817,4040
21821,710
21822,2470
21824,142
21826,4430
21829,450
21830,3710
21835,370
21836,73
21837,2350
21838,1550
21840,310
21841,780
21842,10070
21843,1256
21849,2890
21850,2700
21851,6340
21852,0
21853,7170
21856,730
21857,0
21861,815
21862,96
21863,4180
21864,560
21865,390
21866,51
21867,213
21869,760
21871,1610
21872,680
21874,2010
21875,6000
21890,0
21901,16090
21902,121
21903,4960
21904,6260
21911,10220
21912,1110
21913,776
21914,813
21915,2770
21916,159
21917,2330
21918,3910
21919,2500
21920,365
21921,38190
21922,980
21930,222
22003,54440
22009,305
22015,43130
22025,17780
22026,16680
22027,2180
22030,48370
22031,30540
22032,29340
22033,37290
22034,0
22035,0
22036,0
22037,67
22038,415
22039,18640
22040,382
22041,24680
22042,31780
22043,23270
22044,11890
22046,16730
22047,0
22060,9930
22066,18030
22067,0
22079,33380
22081,0
22082,0
22092,0
22093,0
22095,0
22096,0
22101,29350
22102,22490
22103,170
22106,265
22107,0
22108,0
22109,0
22116,624
22118,0
22119,0
22120,0
22121,74
22122,112
22124,17940
22125,654
22134,5210
22135,0
22150,27470
22151,17390
22152,28940
22153,32260
22156,0
22158,0
22159,0
22160,0
22161,0
22172,9560
22180,24690
22181,14690
22182,25540
22183,258
22184,0
22185,0
22191,68090
22192,56650
22193,78970
22194,666
22195,1056
22199,474
22201,31540
22202,19030
22203,19910
22204,46970
22205,17380
22206,19280
22207,31470
22209,10840
22210,264
22211,630
22212,0
22213,3320
22214,133
22215,201
22216,181
22217,0
22218,0
22219,257
22222,0
22223,0
22225,0
22226,0
22227,0
22229,0
22230,0
22234,0
22240,0
22241,0
22242,0
22243,0
22244,0
22245,0
22246,0
22301,12980
22302,16090
22303,14150
22304,42670
22305,15520
22306,31310
22307,9770
22308,13570
22309,31980
22310,28420
22311,17150
22312,29310
22313,457
22314,29600
22315,26950
22320,184
22321,0
22331,0
22332,0
22333,0
22334,0
22336,0
22350,0
22401,21290
22402,552
22403,620
22404,1119
22405,29880
22406,23160
22407,55490
22408,28100
22412,0
22427,2850
22428,0
22430,71
22432,700
22433,250
22435,2290
22436,690
22437,540
22438,430
22442,76
22443,7230
22446,231
22448,1510
22451,139
22454,1580
22456,30
22460,1450
22463,348
22469,1760
22471,307
22472,363
22473,3840
22476,270
22480,1000
22481,185
22482,2720
22485,22140
22488,1630
22501,505
22503,3010
22504,210
22507,334
22508,12520
22509,31
22511,1340
22513,121
22514,2140
22517,308
22520,4660
22523,55
22524,332
22526,107
22528,77
22529,254
22530,171
22534,2680
22535,590
22538,300
22539,1820
22542,1840
22544,0
22545,71
22546,15520
22547,94
22548,82
22551,18170
22552,64
22553,15190
22554,54130
22555,1083
22556,27520
22558,0
22560,6160
22565,556
22567,2650
22570,29
22572,5040
22576,1260
22577,187
22578,2070
22579,503
22580,4320
22581,0
22601,24860
22602,27520
22603,13240
22604,1823
22610,1730
22611,8240
22620,2080
22622,0
22623,510
22624,2430
22625,3420
22626,103
22627,730
22630,28370
22637,2020
22639,590
22640,330
22641,260
22642,4340
22643,350
22644,2040
22645,3710
22646,408
22649,0
22650,840
22652,1250
22654,670
22655,19940
22656,3610
22657,10430
22660,1650
22663,1500
22664,8240
22701,32510
22709,860
22711,119
22712,9160
22713,1150
22714,960
22715,1110
22716,720
22718,610
22719,270
22720,840
22721,0
22722,176
22723,196
22724,2380
22725,70
22726,730
22727,4910
22728,2990
22729,172
22730,151
22731,210
22732,300
22733,1180
22734,2980
22735,1950
22736,500
22737,3020
22738,910
22739,63
22740,1170
22741,220
22742,1600
22743,205
22746,269
22747,1100
22748,164
22749,280
22801,27590
22802,23800
22803,987
22807,49
22810,870
22811,440
22812,7330
22815,8050
22820,203
22821,5420
22824,5550
22827,9370
22830,1480
22831,700
22832,1060
22833,127
22834,1210
22835,9780
22840,4170
22841,2710
22842,4480
22843,2120
22844,3800
22845,55
22846,2110
22847,890
22848,30
22849,4170
22850,880
22851,5020
22853,4190
22901,33470
22902,19810
22903,25750
22904,179
22905,487
22906,994
22907,0
22908,19
22909,0
22910,0
22911,16890
22920,3680
22922,1750
22923,5270
22924,349
22931,420
22932,8170
22935,890
22936,5180
22937,1220
22938,1190
22939,5160
22940,1130
22942,7590
22943,490
22945,444
22946,220
22947,4700
22948,200
22949,1290
22952,1870
22957,117
22958,1730
22959,1510
22960,9280
22963,14870
22964,320
22965,268
22967,1970
22968,9890
22969,1150
22971,1410
22972,400
22973,5360
22974,4100
22976,240
22980,29450
22987,45
22989,195
23001,326
23002,9760
23003,810
23004,750
23005,14670
23009,6560
23011,930
23014,0
23015,4180
23018,480
23021,190
23022,650
23023,310
23024,7380
23025,230
23027,1240
23030,4250
23031,93
23032,260
23035,1220
23038,1520
23039,990
23040,3990
23043,1460
23045,87
23047,1930
23050,720
23055,980
23056,360
23058,699
23059,34710
23060,35890
23061,18520
23062,2320
23063,4470
23064,180
23065,1430
23066,361
23067,135
23068,240
23069,2820
23070,380
23071,1410
23072,9970
23075,8830
23076,660
23079,250
23081,0
23083,1830
23084,1610
23085,330
23086,2960
23089,4540
23090,501
23091,250
23092,500
23093,11780
23101,22
23102,2550
23103,5420
23105,0
23106,1010
23107,0
23108,131
23109,1890
23110,620
23111,35600
23112,48470
23113,25400
23114,19310
23115,483
23116,29720
23117,8440
23119,250
23120,10350
23123,1470
23124,3760
23125,117
23126,430
23127,326
23128,1010
23129,410
23130,136
23131,235
23138,830
23139,24160
23140,5420
23141,7320
23146,3030
23147,209
23148,1450
23149,2430
23150,11780
23153,1470
23154,44
23155,0
23156,1480
23160,19
23161,126
23162,215
23163,200
23168,7620
23169,980
23170,42
23173,108
23175,1770
23176,590
23177,610
23178,168
23180,290
23181,5400
23183,823
23184,840
23185,40620
23186,48
23187,1002
23188,40770
23190,26
23192,6400
23218,413
23219,2740
23220,18950
23221,12290
23222,20650
23223,41510
23224,31750
23225,34360
23226,15330
23227,21730
23228,31170
23229,32390
23230,6090
23231,32560
23232,21
23233,29100
23234,40840
23235,30250
23236,26190
23237,21220
23238,23750
23240,0
23241,114
23242,244
23249,0
23250,66
23255,414
23260,369
23261,713
23269,0
23273,19
23274,0
23276,0
23278,0
23279,0
23282,0
23284,0
23285,66
23286,0
23288,31
23289,0
23290,0
23291,0
23292,0
23293,0
23294,16650
23295,0
23297,0
23298,31
23301,1610
23302,153
23303,820
23304,196
23306,990
23307,470
23308,1390
23310,2710
23313,196
23314,8360
23315,1360
23316,1567
23320,53260
23321,34130
23322,59790
23323,37770
23324,21510
23325,16230
23326,0
23327,577
23328,478
23336,2790
23337,400
23341,218
23345,0
23347,1224
23350,2750
23354,400
23356,1270
23357,750
23358,41
23359,430
23389,124
23395,520
23396,0
23397,0
23398,281
23399,0
23401,372
23404,116
23405,760
23407,551
23408,115
23409,67
23410,1810
23412,68
23413,1040
23414,407
23415,1360
23416,490
23417,3080
23418,1420
23419,0
23420,1750
23421,3630
23422,522
23423,269
23424,222
23426,166
23427,237
23429,0
23430,16210
23431,465
23432,1380
23433,1230
23434,44030
23435,28450
23436,880
23437,3850
23438,1580
23439,1016
23440,512
23441,555
23442,940
23443,194
23450,851
23451,38640
23452,55050
23453,34280
23454,54520
23455,44350
23456,54370
23457,4290
23458,155
23459,589
23460,865
23461,282
23462,57900
23463,57
23464,70320
23465,74
23466,604
23467,508
23471,824
23479,0
23480,372
23482,0
23483,80
23486,227
23487,5830
23488,190
23501,893
23502,18330
23503,26560
23504,17130
23505,23260
23506,0
23507,4990
23508,12100
23509,11540
23510,5390
23511,2160
23512,33
23513,26870
23514,242
23515,59
23517,3980
23518,27510
23519,0
23520,0
23521,1005
23523,6450
23529,14
23541,408
23551,151
23601,22830
23602,38050
23603,3380
23604,3740
23605,12470
23606,24320
23607,17310
23608,40660
23609,526
23612,163
23628,0
23630,0
23651,460
23661,11930
23662,11650
23663,11680
23664,9070
23665,5740
23666,46400
23667,48
23668,55
23669,34650
23670,338
23681,0
23690,3130
23691,230
23692,18480
23693,23020
23694,183
23696,3620
23701,21090
23702,10350
23703,24210
23704,14980
23705,327
23707,12410
23708,278
23709,57
23801,5800
23803,32950
23804,594
23805,17430
23806,60
23821,1330
23822,0
23824,6130
23825,0
23827,1140
23828,350
23829,1060
23830,1530
23831,34110
23832,34960
23833,1880
23834,23950
23836,12820
23837,3660
23838,15800
23839,790
23840,1600
23841,3190
23842,6370
23843,500
23844,490
23845,400
23846,770
23847,10800
23850,930
23851,11850
23856,940
23857,550
23860,24490
23866,1990
23867,1980
23868,3960
23870,17
23872,2020
23873,0
23874,900
23875,10840
23876,360
23878,1080
23879,600
23881,1450
23882,1920
23883,2190
23884,22
23885,2570
23887,380
23888,2000
23889,520
23890,3470
23891,17
23893,380
23894,620
23897,490
23898,2070
23899,366
23901,10560
23909,13
23915,670
23917,2270
23919,1970
23920,2660
23921,1640
23922,1770
23923,1950
23924,4590
23927,3480
23930,4810
23934,570
23936,4870
23937,1390
23938,430
23939,191
23941,0
23942,970
23943,215
23944,3580
23947,3780
23950,3060
23952,190
23954,1710
23955,70
23958,2520
23959,950
23960,1590
23962,480
23963,440
23964,860
23966,1950
23967,850
23968,680
23970,7000
23974,3110
23976,210
24001,43
24002,22
24003,0
24004,0
24005,0
24006,0
24007,23
24008,66
24009,47
24010,62
24011,520
24012,25790
24013,5920
24014,14480
24015,13740
24016,6450
24017,19340
24018,36280
24019,25480
24020,87
24022,178
24023,21
24024,21
24025,26
24026,0
24027,19
24028,25
24029,10
24030,22
24031,23
24032,19
24033,20
24034,0
24035,18
24036,21
24037,20
24038,113
24040,0
24042,0
24043,0
24044,0
24045,0
24048,0
24050,0
24053,1820
24054,5610
24055,9530
24058,303
24059,910
24060,25880
24061,108
24062,499
24063,313
24064,4620
24065,5460
24066,4260
24067,2010
24068,980
24069,1650
24070,1320
24072,1180
24073,26350
24076,810
24077,990
24078,6160
24079,1440
24082,430
24083,3540
24084,8810
24085,1820
24086,190
24087,3150
24088,3110
24089,2120
24090,4040
24091,6490
24092,2640
24093,184
24095,3750
24101,5620
24102,1230
24104,2930
24105,430
24111,179
24112,24360
24113,143
24114,473
24115,1135
24120,1460
24121,9300
24122,1520
24124,3630
24126,373
24127,3520
24128,1630
24129,151
24130,0
24131,86
24132,399
24133,2060
24134,4830
24136,2910
24137,2110
24138,1350
24139,470
24141,13850
24142,53
24143,769
24146,60
24147,750
24148,6570
24149,3200
24150,550
24151,16330
24153,32700
24155,0
24157,0
24161,290
24162,1930
24165,1590
24167,280
24168,690
24171,6330
24174,1990
24175,7430
24176,1230
24177,92
24178,0
24179,16570
24184,3970
24185,760
24201,12170
24202,10580
24203,257
24205,0
24209,492
24210,12350
24211,8080
24212,1732
24215,111
24216,1860
24217,254
24218,296
24219,7380
24220,520
24221,540
24224,4090
24225,1150
24226,1020
24228,4880
24230,6060
24236,2270
24237,690
24239,300
24243,1680
24244,3750
24245,730
24246,588
24248,1730
24250,820
24251,6890
24256,2230
24258,1100
24260,3920
24263,4590
24265,470
24266,7570
24269,141
24270,410
24271,1960
24272,320
24273,4460
24277,3440
24279,3240
24280,890
24281,1670
24282,410
24283,1990
24290,1160
24292,310
24293,7950
24301,10820
24311,1480
24312,1700
24313,790
24314,1120
24315,2600
24316,75
24317,2720
24318,450
24319,5970
24322,166
24323,610
24324,1820
24325,740
24326,860
24327,448
24328,1500
24330,2430
24333,14580
24340,4420
24343,7310
24347,1410
24348,3060
24350,1020
24351,410
24352,750
24354,11360
24360,4870
24361,3830
24363,1010
24366,800
24368,4370
24370,4620
24374,560
24375,1220
24377,210
24378,820
24380,2340
24381,3210
24382,11720
24401,30950
24402,1013
24411,145
24412,87
24413,210
24415,92
24416,7100
24421,3250
24422,4900
24426,12100
24430,1300
24431,2430
24432,290
24433,141
24435,1630
24437,830
24438,73
24439,880
24440,2310
24441,5430
24442,83
24445,2230
24448,466
24450,12260
24457,315
24458,290
24459,700
24460,1260
24463,120
24464,110
24465,1040
24467,2060
24468,0
24469,223
24471,1320
24472,1990
24473,760
24474,424
24476,340
24477,10100
24479,1400
24482,4170
24483,560
24484,680
24485,330
24486,3510
24487,230
24501,20250
24502,32950
24503,17580
24504,7280
24505,558
24506,705
24512,0
24513,0
24514,0
24515,0
24517,4600
24520,2050
24521,8580
24522,8760
24523,16250
24526,1250
24527,2640
24528,2560
24529,1340
24530,900
24531,6770
24533,88
24534,1290
24535,120
24536,200
24538,4200
24539,212
24540,26340
24541,22310
24543,931
24544,0
24549,3680
24550,6830
24551,22810
24553,1570
24554,3230
24555,1730
24556,2890
24557,6240
24558,5480
24562,430
24563,4420
24565,1170
24566,1220
24569,820
24570,72
24571,1640
24572,14260
24574,3340
24576,182
24577,4030
24578,850
24579,1130
24580,490
24581,0
24586,4760
24588,8260
24589,1780
24590,6830
24592,11410
24593,1780
24594,1440
24595,188
24597,1060
24598,1440
24599,540
24601,50
24602,540
24603,750
24604,204
24605,7080
24606,322
24607,308
24608,24
24609,5070
24612,877
24613,700
24614,5090
24619,63
24620,1690
24622,600
24624,232
24627,386
24628,370
24630,5170
24631,900
24634,430
24635,544
24637,3130
24639,2260
24640,46
24641,4140
24646,510
24647,62
24649,1470
24651,4560
24656,2450
24657,271
24658,224
24701,15440
24712,1570
24714,121
24715,360
24716,553
24719,104
24724,109
24726,350
24729,38
24731,350
24732,107
24733,810
24736,480
24737,728
24738,176
24739,53
24740,13760
24747,1910
24751,32
24801,2650
24808,300
24811,359
24813,204
24815,260
24816,90
24817,523
24818,780
24822,500
24823,270
24826,73
24827,880
24828,540
24829,118
24830,111
24831,110
24834,148
24836,536
24839,750
24842,0
24843,85
24844,1290
24845,233
24846,144
24847,247
24848,86
24849,230
24850,590
24851,302
24853,632
24854,280
24855,54
24857,513
24859,0
24860,380
24861,197
24862,260
24866,170
24867,151
24868,860
24869,179
24870,2900
24871,165
24872,640
24873,310
24874,2490
24878,260
24879,280
24880,254
24881,432
24882,330
24884,206
24887,44
24888,161
24892,890
24894,208
24895,117
24898,157
24901,7940
24902,105
24910,3010
24915,350
24916,290
24918,1270
24920,320
24924,400
24925,960
24927,270
24931,1330
24934,400
24935,440
24938,1390
24941,840
24943,118
24944,470
24945,400
24946,920
24951,1310
24954,2680
24957,440
24961,0
24962,136
24963,3150
24966,1040
24970,3540
24974,179
24976,880
24977,340
24981,640
24983,1960
24984,90
24985,225
24986,4290
24991,330
24993,55
25002,155
25003,2010
25005,270
25007,450
25008,152
25009,810
25011,519
25015,3610
25019,380
25021,201
25022,143
25024,390
25025,143
25026,101
25028,328
25030,390
25031,514
25033,1860
25035,930
25036,495
25039,980
25040,460
25043,1390
25044,260
25045,4450
25047,230
25048,141
25049,550
25051,174
25053,3420
25054,579
25057,218
25059,510
25060,320
25061,385
25062,198
25063,1120
25064,7700
25067,830
25070,1700
25071,9330
25075,550
25076,354
25079,160
25081,920
25082,1770
25083,430
25085,750
25086,714
25088,91
25090,104
25093,221
25102,246
25103,300
25106,540
25107,480
25108,570
25109,410
25110,368
25111,460
25112,400
25113,640
25114,300
25115,22
25118,370
25119,380
25121,570
25123,2530
25124,1080
25125,650
25126,210
25130,2970
25132,230
25133,550
25134,399
25136,1120
25139,430
25140,620
25141,238
25142,300
25143,7610
25148,220
25149,227
25152,222
25154,690
25156,867
25159,4680
25160,230
25161,460
25162,529
25164,940
25165,510
25168,2390
25169,320
25173,330
25174,300
25177,20480
25180,50
25181,1210
25183,142
25185,69
25186,791
25187,550
25193,330
25201,344
25202,1330
25203,240
25204,123
25205,423
25206,440
25208,700
25209,810
25211,72
25213,5430
25214,500
25231,43
25234,750
25235,820
25239,1490
25241,1540
25243,800
25244,600
25245,910
25247,458
25248,2690
25251,330
25252,910
25253,1650
25259,570
25260,1300
25261,270
25262,840
25264,330
25265,1284
25266,620
25267,610
25268,420
25270,710
25271,7820
25275,1870
25276,5790
25285,560
25286,1150
25287,570
25301,1910
25302,12600
25303,6610
25304,6710
25305,0
25306,5530
25309,10800
25311,7620
25312,7540
25313,11160
25314,13660
25315,2420
25317,0
25320,4430
25321,108
25322,109
25323,95
25324,77
25325,62
25326,62
25327,78
25328,70
25329,57
25330,72
25331,0
25332,0
25333,0
25334,0
25335,0
25336,0
25337,26
25338,0
25339,260
25350,0
25356,357
25357,141
25358,125
25360,745
25361,187
25362,549
25364,373
25365,174
25375,137
25387,0
25389,0
25392,0
25396,0
25401,12130
25402,2220
25403,12810
25404,18620
25405,11360
25410,101
25411,10860
25413,7770
25414,17070
25419,9710
25420,3690
25421,222
25422,1140
25423,195
25425,11350
25427,13540
25428,11010
25429,0
25430,7460
25431,210
25432,257
25434,1750
25437,370
25438,6440
25440,0
25441,317
25442,1820
25443,6250
25444,750
25446,1290
25501,940
25502,970
25503,660
25504,10780
25505,290
25506,3320
25507,1274
25508,6810
25510,4440
25511,700
25512,770
25514,3040
25515,1710
25517,1260
25520,1080
25521,910
25523,2060
25524,2640
25526,20320
25529,670
25530,4560
25534,132
25535,2190
25537,1830
25540,260
25541,8340
25544,34
25545,4180
25547,890
25550,7060
25555,1850
25557,1000
25559,1900
25560,8480
25562,127
25564,1150
25565,450
25567,720
25569,117
25570,4900
25571,2070
25572,0
25573,660
25601,4230
25606,803
25607,660
25608,480
25611,448
25612,97
25614,220
25617,620
25621,1940
25624,368
25625,1090
25628,418
25630,499
25632,310
25634,631
25635,1470
25637,1055
25638,730
25639,560
25644,256
25646,951
25647,672
25649,1075
25650,250
25651,500
25652,958
25653,364
25654,81
25661,4150
25665,152
25666,190
25667,507
25669,790
25670,3410
25671,860
25672,266
25674,1950
25676,1230
25678,1340
25685,404
25686,218
25688,353
25690,350
25691,208
25692,413
25696,593
25699,135
25701,16510
25702,5400
25703,2380
25704,12330
25705,17020
25706,41
25707,18
25708,0
25709,0
25710,0
25711,31
25712,49
25713,59
25714,28
25715,0
25716,33
25717,0
25718,0
25719,0
25720,22
25721,37
25722,0
25723,0
25724,0
25725,0
25726,0
25727,0
25728,0
25729,42
25755,34
25770,0
25771,0
25772,25
25773,21
25774,33
25775,29
25776,25
25777,31
25778,14
25779,0
25801,23460
25802,1372
25810,142
25811,107
25812,1330
25813,4420
25817,600
25818,1157
25820,310
25823,1620
25825,1950
25826,250
25827,2600
25831,990
25832,4010
25833,0
25836,413
25837,230
25839,1120
25840,6670
25841,460
25843,800
25844,1110
25845,540
25846,380
25848,213
25849,227
25851,367
25853,153
25854,950
25855,415
25857,155
25860,229
25862,280
25864,230
25865,1110
25866,243
25868,470
25870,187
25871,870
25873,917
25875,251
25876,27
25878,678
25879,336
25880,4240
25882,1610
25888,0
25901,8770
25902,260
25904,439
25906,436
25907,88
25908,270
25909,745
25911,222
25913,250
25915,269
25916,119
25917,1440
25918,3650
25919,177
25920,175
25921,1871
25922,380
25926,0
25927,360
25928,290
25932,370
25936,26
25938,1090
25942,181
25943,84
25951,3950
25958,540
25962,2670
25965,0
25966,109
25969,840
25971,920
25972,156
25976,1700
25977,68
25978,550
25979,690
25981,560
25984,1360
25985,350
25986,133
25989,290
26003,35560
26030,568
26031,1680
26032,470
26033,2390
26034,3940
26035,2240
26036,480
26037,5730
26038,2680
26039,870
26040,1610
26041,13280
26047,5130
26050,1240
26055,1540
26056,520
26058,84
26059,2850
26060,1650
26062,18980
26070,7360
26074,220
26075,367
26101,23460
26102,636
26103,370
26104,14140
26105,10920
26106,0
26120,0
26121,0
26133,1310
26134,750
26136,420
26137,620
26138,141
26141,310
26142,2310
26143,3670
26146,1000
26147,1500
26148,164
26149,2090
26150,5640
26151,350
26152,54
26155,7300
26159,2300
26160,770
26161,360
26162,101
26164,6600
26167,770
26169,690
26170,4960
26175,2740
26178,420
26180,1940
26181,5700
26184,2010
26187,5700
26201,15790
26202,450
26203,226
26205,2780
26206,1990
26208,680
26209,224
26210,187
26215,93
26217,250
26218,2220
26219,0
26222,410
26224,139
26228,52
26229,0
26230,94
26234,910
26236,58
26237,540
26238,700
26241,11990
26250,4350
26253,2690
26254,260
26257,800
26259,324
26260,1060
26261,1640
26263,360
26264,540
26266,250
26267,410
26268,29
26269,880
26270,630
26271,260
26273,680
26275,587
26276,380
26278,550
26280,1600
26282,89
26283,1410
26285,280
26287,2780
26288,2530
26289,70
26291,280
26292,630
26293,610
26294,550
26296,132
26298,89
26301,23910
26302,1291
26306,0
26320,620
26321,270
26323,726
26325,227
26327,39
26330,14560
26335,1030
26337,1030
26338,540
26339,142
26342,390
26343,420
26346,770
26347,1820
26348,220
26349,130
26351,2250
26354,8860
26361,373
26362,2610
26366,150
26369,527
26372,690
26374,1250
26376,370
26377,500
26378,3960
26384,350
26385,3330
26386,2110
26404,320
26405,1070
26408,2590
26410,830
26411,530
26412,410
26415,2680
26416,5630
26419,930
26421,240
26422,377
26424,282
26425,850
26426,5790
26430,410
26431,5210
26434,67
26435,203
26436,162
26437,370
26438,295
26440,1110
26443,197
26444,2670
26447,930
26448,1090
26451,680
26452,8460
26456,2900
26461,0
26463,152
26501,15430
26502,229
26504,337
26505,19190
26506,28
26507,704
26508,29890
26519,1500
26520,812
26521,460
26524,129
26525,4710
26527,193
26531,1099
26534,938
26537,4990
26541,2750
26542,2160
26543,154
26544,247
26546,500
26547,2470
26554,34600
26555,1076
26559,1341
26560,129
26561,0
26562,550
26563,340
26566,96
26568,480
26570,2890
26571,1800
26572,183
26574,423
26575,670
26576,437
26578,259
